EnglishTransCityName,EnglishCityName,CountOfTweets,prev,PctChange,Date,Hour
Pavlograd,--------------------,1,"",1.0,2022-02-24,8
Pavlograd,--------------------,6,1,500.0,2022-03-12,0
Pavlograd,--------------------,4,3,33.333333333333336,2022-03-12,2
Pavlograd,--------------------,2,1,100.0,2022-03-12,12
Pavlograd,--------------------,2,1,100.0,2022-03-17,0
Pavlograd,--------------------,3,2,50.0,2022-03-17,4
Pavlograd,--------------------,3,1,200.0,2022-03-22,17
Pavlograd,--------------------,16,3,433.3333333333333,2022-03-22,18
Pavlograd,--------------------,3,2,50.0,2022-03-22,21
Pavlograd,--------------------,5,3,66.66666666666667,2022-03-22,22
Pavlograd,--------------------,3,2,50.0,2022-03-23,0
Pavlograd,--------------------,3,1,200.0,2022-03-23,18
Pavlograd,--------------------,6,3,100.0,2022-03-23,19
Pavlograd,--------------------,6,1,500.0,2022-03-24,21
Pavlograd,--------------------,7,1,600.0,2022-04-02,16
Pavlograd,--------------------,8,1,700.0,2022-04-02,20
Pavlograd,--------------------,3,1,200.0,2022-04-03,3
Pavlograd,--------------------,2,1,100.0,2022-04-03,22
Pavlograd,--------------------,2,1,100.0,2022-04-06,5
Pavlograd,--------------------,8,2,300.0,2022-04-06,6
Pavlograd,--------------------,2,1,100.0,2022-04-07,6
Pavlograd,--------------------,3,1,200.0,2022-04-10,7
Pavlograd,--------------------,3,1,200.0,2022-04-17,11
Pavlograd,--------------------,2,1,100.0,2022-04-17,14
Pavlograd,--------------------,7,1,600.0,2022-04-18,6
Pavlograd,--------------------,4,1,300.0,2022-04-19,2
Pavlograd,--------------------,5,4,25.0,2022-04-19,3
Pavlograd,--------------------,2,1,100.0,2022-04-19,14
Pavlograd,--------------------,3,2,50.0,2022-04-19,17
Podilsk,Podilsk,2,"",1.0,2022-02-24,9
Podilsk,Podilsk,5,1,400.0,2022-02-25,11
Podilsk,Podilsk,3,1,200.0,2022-03-07,15
Podilsk,Podilsk,4,1,300.0,2022-03-12,7
Podilsk,Podilsk,3,1,200.0,2022-03-15,5
Podilsk,Podilsk,12,3,300.0,2022-03-15,6
Podilsk,Podilsk,27,7,285.7142857142857,2022-03-15,8
Podilsk,Podilsk,2,1,100.0,2022-03-16,0
Podilsk,Podilsk,5,1,400.0,2022-03-16,17
Podilsk,Podilsk,7,5,40.0,2022-03-16,18
Podilsk,Podilsk,2,1,100.0,2022-03-18,6
Podilsk,Podilsk,23,2,1050.0,2022-03-18,7
Podilsk,Podilsk,42,12,250.0,2022-03-18,9
Podilsk,Podilsk,98,42,133.33333333333334,2022-03-18,10
Podilsk,Podilsk,8,4,100.0,2022-03-18,14
Podilsk,Podilsk,12,2,500.0,2022-03-18,17
Podilsk,Podilsk,14,12,16.666666666666668,2022-03-18,18
Podilsk,Podilsk,6,3,100.0,2022-03-18,20
Podilsk,Podilsk,4,3,33.333333333333336,2022-03-18,22
Podilsk,Podilsk,5,3,66.66666666666667,2022-03-19,0
Podilsk,Podilsk,3,2,50.0,2022-03-19,2
Podilsk,Podilsk,5,3,66.66666666666667,2022-03-19,4
Podilsk,Podilsk,3,2,50.0,2022-03-19,10
Podilsk,Podilsk,13,1,1200.0,2022-03-20,21
Podilsk,Podilsk,8,7,14.285714285714286,2022-03-20,23
Podilsk,Podilsk,31,8,287.5,2022-03-21,0
Podilsk,Podilsk,5,4,25.0,2022-03-21,2
Podilsk,Podilsk,10,5,100.0,2022-03-21,3
Podilsk,Podilsk,54,10,440.0,2022-03-21,4
Podilsk,Podilsk,45,12,275.0,2022-03-21,7
Podilsk,Podilsk,77,34,126.47058823529412,2022-03-21,9
Podilsk,Podilsk,4,3,33.333333333333336,2022-03-21,19
Podilsk,Podilsk,2,1,100.0,2022-03-21,21
Podilsk,Podilsk,10,2,400.0,2022-03-21,22
Podilsk,Podilsk,3,2,50.0,2022-03-22,1
Podilsk,Podilsk,6,1,500.0,2022-03-22,3
Podilsk,Podilsk,4,1,300.0,2022-03-22,6
Podilsk,Podilsk,2,1,100.0,2022-03-23,3
Podilsk,Podilsk,5,1,400.0,2022-03-23,17
Podilsk,Podilsk,2,1,100.0,2022-03-28,10
Podilsk,Podilsk,2,1,100.0,2022-04-12,18
Nikopol,Nikopol,5,"",1.0,2022-02-26,11
Nikopol,Nikopol,17,5,240.0,2022-02-26,12
Nikopol,Nikopol,2,1,100.0,2022-02-26,16
Nikopol,Nikopol,3,2,50.0,2022-02-26,18
Nikopol,Nikopol,2,1,100.0,2022-02-26,23
Nikopol,Nikopol,6,2,200.0,2022-02-27,0
Nikopol,Nikopol,7,1,600.0,2022-02-28,0
Nikopol,Nikopol,2,1,100.0,2022-03-03,7
Nikopol,Nikopol,5,1,400.0,2022-03-10,15
Nikopol,Nikopol,2,1,100.0,2022-03-10,22
Nikopol,Nikopol,15,2,650.0,2022-03-10,23
Nikopol,Nikopol,4,3,33.333333333333336,2022-03-11,3
Nikopol,Nikopol,3,1,200.0,2022-03-11,11
Nikopol,Nikopol,4,1,300.0,2022-03-11,20
Nikopol,Nikopol,2,1,100.0,2022-03-12,0
Nikopol,Nikopol,2,1,100.0,2022-03-12,2
Nikopol,Nikopol,2,1,100.0,2022-03-12,11
Nikopol,Nikopol,7,1,600.0,2022-03-15,19
Nikopol,Nikopol,30,7,328.57142857142856,2022-03-15,20
Nikopol,Nikopol,13,10,30.0,2022-03-15,22
Nikopol,Nikopol,11,5,120.0,2022-03-16,1
Nikopol,Nikopol,7,2,250.0,2022-03-16,3
Nikopol,Nikopol,2,1,100.0,2022-03-16,8
Nikopol,Nikopol,3,1,200.0,2022-03-16,10
Nikopol,Nikopol,2,1,100.0,2022-03-17,22
Nikopol,Nikopol,2,1,100.0,2022-03-19,4
Nikopol,Nikopol,2,1,100.0,2022-03-21,16
Nikopol,Nikopol,5,1,400.0,2022-03-29,5
Nikopol,Nikopol,2,1,100.0,2022-04-06,23
Nikopol,Nikopol,3,1,200.0,2022-04-07,4
Nikopol,Nikopol,3,1,200.0,2022-04-11,7
Nikopol,Nikopol,2,1,100.0,2022-04-11,14
Fastiv,--------------------,2,"",1.0,2022-02-25,15
Fastiv,--------------------,2,1,100.0,2022-03-02,8
Fastiv,--------------------,3,1,200.0,2022-03-04,15
Fastiv,--------------------,3,1,200.0,2022-03-07,13
Fastiv,--------------------,2,1,100.0,2022-03-10,22
Fastiv,--------------------,3,1,200.0,2022-03-25,7
Fastiv,--------------------,3,1,200.0,2022-03-28,6
Oleksandriia,Oleksandriia,1,"",1.0,2022-03-22,12
Oleksandriia,Oleksandriia,4,1,300.0,2022-03-22,13
Oleksandriia,Oleksandriia,4,3,33.333333333333336,2022-03-22,16
Oleksandriia,Oleksandriia,5,1,400.0,2022-03-22,18
Oleksandriia,Oleksandriia,2,1,100.0,2022-03-22,20
Oleksandriia,Oleksandriia,2,1,100.0,2022-03-23,17
Oleksandriia,Oleksandriia,5,2,150.0,2022-04-15,23
Oleksandriia,Oleksandriia,25,5,400.0,2022-04-16,3
Oleksandriia,Oleksandriia,10,7,42.857142857142854,2022-04-16,6
Oleksandriia,Oleksandriia,2,1,100.0,2022-04-16,10
Slavuta,--------------------,1,"",1.0,2022-02-26,19
Slavuta,--------------------,22,1,2100.0,2022-03-01,18
Slavuta,--------------------,3,2,50.0,2022-03-01,23
Slavuta,--------------------,8,1,700.0,2022-03-02,6
Slavuta,--------------------,10,7,42.857142857142854,2022-03-02,8
Slavuta,--------------------,2,1,100.0,2022-03-02,13
Slavuta,--------------------,2,1,100.0,2022-04-03,20
Chuguyiv,Chuhuiv,13,"",1.0,2022-02-24,6
Chuguyiv,Chuhuiv,38,13,192.30769230769232,2022-02-24,7
Chuguyiv,Chuhuiv,69,9,666.6666666666666,2022-02-24,10
Chuguyiv,Chuhuiv,34,10,240.0,2022-02-24,13
Chuguyiv,Chuhuiv,42,34,23.529411764705884,2022-02-24,14
Chuguyiv,Chuhuiv,23,16,43.75,2022-02-24,16
Chuguyiv,Chuhuiv,45,22,104.54545454545455,2022-02-24,18
Chuguyiv,Chuhuiv,5,1,400.0,2022-02-25,1
Chuguyiv,Chuhuiv,2,1,100.0,2022-02-25,3
Chuguyiv,Chuhuiv,3,2,50.0,2022-02-25,4
Chuguyiv,Chuhuiv,4,3,33.333333333333336,2022-02-25,7
Chuguyiv,Chuhuiv,6,4,50.0,2022-02-25,8
Chuguyiv,Chuhuiv,2,1,100.0,2022-02-25,12
Chuguyiv,Chuhuiv,2,1,100.0,2022-02-25,17
Chuguyiv,Chuhuiv,2,1,100.0,2022-02-26,9
Chuguyiv,Chuhuiv,8,1,700.0,2022-02-28,2
Chuguyiv,Chuhuiv,2,1,100.0,2022-02-28,7
Chuguyiv,Chuhuiv,20,1,1900.0,2022-03-01,18
Chuguyiv,Chuhuiv,50,20,150.0,2022-03-01,19
Chuguyiv,Chuhuiv,19,4,375.0,2022-03-01,22
Chuguyiv,Chuhuiv,6,3,100.0,2022-03-02,1
Chuguyiv,Chuhuiv,5,2,150.0,2022-03-02,4
Chuguyiv,Chuhuiv,2,1,100.0,2022-03-02,7
Chuguyiv,Chuhuiv,3,2,50.0,2022-03-02,11
Chuguyiv,Chuhuiv,26,1,2500.0,2022-03-06,23
Chuguyiv,Chuhuiv,11,3,266.6666666666667,2022-03-07,1
Chuguyiv,Chuhuiv,19,1,1800.0,2022-03-07,6
Chuguyiv,Chuhuiv,5,2,150.0,2022-03-07,8
Chuguyiv,Chuhuiv,11,2,450.0,2022-03-07,12
Chuguyiv,Chuhuiv,3,2,50.0,2022-03-07,14
Chuguyiv,Chuhuiv,2,1,100.0,2022-03-08,0
Chuguyiv,Chuhuiv,2,1,100.0,2022-03-08,20
Chuguyiv,Chuhuiv,6,1,500.0,2022-03-09,5
Chuguyiv,Chuhuiv,5,1,400.0,2022-03-10,8
Chuguyiv,Chuhuiv,3,1,200.0,2022-03-11,21
Chuguyiv,Chuhuiv,2,1,100.0,2022-03-15,2
Chuguyiv,Chuhuiv,2,1,100.0,2022-03-21,14
Chuguyiv,Chuhuiv,3,1,200.0,2022-03-25,18
Chuguyiv,Chuhuiv,2,1,100.0,2022-03-28,22
Chuguyiv,Chuhuiv,2,1,100.0,2022-03-30,15
Chuguyiv,Chuhuiv,2,1,100.0,2022-04-03,0
Chuguyiv,Chuhuiv,6,1,500.0,2022-04-04,17
Chuguyiv,Chuhuiv,8,1,700.0,2022-04-07,8
Chuguyiv,Chuhuiv,20,1,1900.0,2022-04-07,19
Chuguyiv,Chuhuiv,4,2,100.0,2022-04-07,22
Chuguyiv,Chuhuiv,2,1,100.0,2022-04-08,3
Chuguyiv,Chuhuiv,2,1,100.0,2022-04-08,14
Chuguyiv,Chuhuiv,5,1,400.0,2022-04-19,1
Chuguyiv,Chuhuiv,4,1,300.0,2022-04-19,15
Chuguyiv,Chuhuiv,2,1,100.0,2022-04-20,9
Chuguyiv,Chuhuiv,29,1,2800.0,2022-04-20,15
Chuguyiv,Chuhuiv,51,29,75.86206896551724,2022-04-20,16
Chuguyiv,Chuhuiv,16,9,77.77777777777777,2022-04-20,18
Chuguyiv,Chuhuiv,6,1,500.0,2022-04-20,21
Chuguyiv,Chuhuiv,4,1,300.0,2022-04-21,1
Chuguyiv,Chuhuiv,2,1,100.0,2022-04-21,3
Kiliia,Kiliya,1,"",1.0,2022-03-13,2
Reni,--------------------,1,"",1.0,2022-02-24,8
Reni,--------------------,3,1,200.0,2022-02-24,14
Reni,--------------------,2,1,100.0,2022-02-25,11
Reni,--------------------,2,1,100.0,2022-02-26,21
Reni,--------------------,2,1,100.0,2022-03-01,16
Reni,--------------------,2,1,100.0,2022-03-01,18
Reni,--------------------,5,2,150.0,2022-03-01,21
Reni,--------------------,2,1,100.0,2022-03-02,8
Reni,--------------------,3,1,200.0,2022-03-02,23
Reni,--------------------,8,1,700.0,2022-03-03,19
Reni,--------------------,5,4,25.0,2022-03-03,21
Reni,--------------------,3,2,50.0,2022-03-04,1
Reni,--------------------,4,3,33.333333333333336,2022-03-04,2
Reni,--------------------,11,4,175.0,2022-03-04,3
Reni,--------------------,2,1,100.0,2022-03-04,11
Reni,--------------------,3,1,200.0,2022-03-04,14
Reni,--------------------,5,2,150.0,2022-03-04,16
Reni,--------------------,3,1,200.0,2022-03-04,19
Reni,--------------------,3,1,200.0,2022-03-05,1
Reni,--------------------,3,1,200.0,2022-03-06,3
Reni,--------------------,2,1,100.0,2022-03-06,21
Reni,--------------------,3,1,200.0,2022-03-07,9
Reni,--------------------,3,1,200.0,2022-03-07,12
Reni,--------------------,29,1,2800.0,2022-03-07,20
Reni,--------------------,2,1,100.0,2022-03-08,5
Reni,--------------------,3,2,50.0,2022-03-08,7
Reni,--------------------,5,2,150.0,2022-03-08,10
Reni,--------------------,2,1,100.0,2022-03-08,12
Reni,--------------------,2,1,100.0,2022-03-08,16
Reni,--------------------,2,1,100.0,2022-03-09,12
Reni,--------------------,3,1,200.0,2022-03-10,8
Reni,--------------------,2,1,100.0,2022-03-10,18
Reni,--------------------,3,1,200.0,2022-03-11,10
Reni,--------------------,2,1,100.0,2022-03-11,16
Reni,--------------------,3,1,200.0,2022-03-12,10
Reni,--------------------,3,1,200.0,2022-03-12,14
Reni,--------------------,6,1,500.0,2022-03-12,17
Reni,--------------------,2,1,100.0,2022-03-13,6
Reni,--------------------,2,1,100.0,2022-03-13,8
Reni,--------------------,2,1,100.0,2022-03-13,23
Reni,--------------------,16,2,700.0,2022-03-14,9
Reni,--------------------,51,16,218.75,2022-03-14,10
Reni,--------------------,27,22,22.727272727272727,2022-03-14,14
Reni,--------------------,51,27,88.88888888888889,2022-03-14,15
Reni,--------------------,13,11,18.181818181818183,2022-03-14,18
Reni,--------------------,14,13,7.6923076923076925,2022-03-14,19
Reni,--------------------,17,14,21.428571428571427,2022-03-14,20
Reni,--------------------,5,1,400.0,2022-03-14,22
Reni,--------------------,11,5,120.0,2022-03-14,23
Reni,--------------------,4,3,33.333333333333336,2022-03-15,2
Reni,--------------------,18,3,500.0,2022-03-15,4
Reni,--------------------,23,18,27.77777777777778,2022-03-15,5
Reni,--------------------,4,3,33.333333333333336,2022-03-15,7
Reni,--------------------,3,1,200.0,2022-03-15,10
Reni,--------------------,2,1,100.0,2022-03-15,15
Reni,--------------------,2,1,100.0,2022-03-15,20
Reni,--------------------,3,1,200.0,2022-03-16,20
Reni,--------------------,140,3,4566.666666666667,2022-03-17,0
Reni,--------------------,33,22,50.0,2022-03-17,4
Reni,--------------------,36,30,20.0,2022-03-17,6
Reni,--------------------,32,3,966.6666666666666,2022-03-17,9
Reni,--------------------,8,5,60.0,2022-03-17,12
Reni,--------------------,5,2,150.0,2022-03-17,14
Reni,--------------------,2,1,100.0,2022-03-17,21
Reni,--------------------,2,1,100.0,2022-03-18,5
Reni,--------------------,3,2,50.0,2022-03-18,6
Reni,--------------------,4,1,300.0,2022-03-18,8
Reni,--------------------,6,1,500.0,2022-03-18,10
Reni,--------------------,3,1,200.0,2022-03-18,12
Reni,--------------------,2,1,100.0,2022-03-18,19
Reni,--------------------,2,1,100.0,2022-03-19,5
Reni,--------------------,3,2,50.0,2022-03-19,6
Reni,--------------------,3,1,200.0,2022-03-19,12
Reni,--------------------,3,1,200.0,2022-03-19,20
Reni,--------------------,2,1,100.0,2022-03-20,2
Reni,--------------------,2,1,100.0,2022-03-20,17
Reni,--------------------,2,1,100.0,2022-03-21,5
Reni,--------------------,3,2,50.0,2022-03-21,6
Reni,--------------------,3,1,200.0,2022-03-21,14
Reni,--------------------,3,1,200.0,2022-03-21,22
Reni,--------------------,2,1,100.0,2022-03-24,15
Reni,--------------------,2,1,100.0,2022-03-25,8
Reni,--------------------,2,1,100.0,2022-03-25,10
Reni,--------------------,2,1,100.0,2022-03-25,22
Reni,--------------------,3,1,200.0,2022-03-27,14
Reni,--------------------,2,1,100.0,2022-03-30,1
Reni,--------------------,2,1,100.0,2022-04-01,14
Reni,--------------------,4,1,300.0,2022-04-02,16
Reni,--------------------,7,1,600.0,2022-04-02,21
Reni,--------------------,19,7,171.42857142857142,2022-04-02,22
Reni,--------------------,12,5,140.0,2022-04-03,1
Reni,--------------------,89,1,8800.0,2022-04-03,6
Reni,--------------------,165,79,108.86075949367088,2022-04-03,8
Reni,--------------------,134,99,35.35353535353536,2022-04-03,10
Reni,--------------------,31,18,72.22222222222223,2022-04-03,16
Reni,--------------------,32,25,28.0,2022-04-03,18
Reni,--------------------,13,12,8.333333333333334,2022-04-03,21
Reni,--------------------,6,5,20.0,2022-04-04,0
Reni,--------------------,8,6,33.333333333333336,2022-04-04,1
Reni,--------------------,9,3,200.0,2022-04-04,4
Reni,--------------------,6,5,20.0,2022-04-04,7
Reni,--------------------,8,6,33.333333333333336,2022-04-04,8
Reni,--------------------,13,4,225.0,2022-04-04,10
Reni,--------------------,6,3,100.0,2022-04-04,14
Reni,--------------------,305,2,15150.0,2022-04-04,18
Reni,--------------------,27,24,12.5,2022-04-05,2
Reni,--------------------,29,27,7.407407407407407,2022-04-05,3
Reni,--------------------,30,29,3.4482758620689653,2022-04-05,4
Reni,--------------------,32,28,14.285714285714286,2022-04-05,6
Reni,--------------------,16,14,14.285714285714286,2022-04-05,12
Reni,--------------------,13,9,44.44444444444444,2022-04-05,15
Reni,--------------------,4,2,100.0,2022-04-05,19
Reni,--------------------,3,1,200.0,2022-04-05,21
Reni,--------------------,5,3,66.66666666666667,2022-04-05,22
Reni,--------------------,2,1,100.0,2022-04-06,1
Reni,--------------------,3,2,50.0,2022-04-06,2
Reni,--------------------,5,2,150.0,2022-04-06,4
Reni,--------------------,3,1,200.0,2022-04-06,12
Reni,--------------------,4,3,33.333333333333336,2022-04-06,13
Reni,--------------------,5,1,400.0,2022-04-06,19
Reni,--------------------,8,5,60.0,2022-04-06,20
Reni,--------------------,2,1,100.0,2022-04-07,3
Reni,--------------------,3,2,50.0,2022-04-07,4
Reni,--------------------,2,1,100.0,2022-04-07,6
Reni,--------------------,3,2,50.0,2022-04-07,7
Reni,--------------------,2,1,100.0,2022-04-07,13
Reni,--------------------,5,2,150.0,2022-04-07,14
Reni,--------------------,4,1,300.0,2022-04-07,16
Reni,--------------------,3,1,200.0,2022-04-08,5
Reni,--------------------,2,1,100.0,2022-04-08,17
Reni,--------------------,5,1,400.0,2022-04-08,20
Reni,--------------------,2,1,100.0,2022-04-09,6
Reni,--------------------,3,2,50.0,2022-04-09,12
Reni,--------------------,3,1,200.0,2022-04-10,11
Reni,--------------------,3,1,200.0,2022-04-11,6
Reni,--------------------,2,1,100.0,2022-04-11,16
Reni,--------------------,4,2,100.0,2022-04-11,17
Reni,--------------------,5,4,25.0,2022-04-11,18
Reni,--------------------,127,4,3075.0,2022-04-11,20
Reni,--------------------,2,1,100.0,2022-04-12,9
Reni,--------------------,4,2,100.0,2022-04-12,10
Reni,--------------------,12,1,1100.0,2022-04-12,13
Reni,--------------------,3,1,200.0,2022-04-12,17
Reni,--------------------,2,1,100.0,2022-04-12,23
Reni,--------------------,11,1,1000.0,2022-04-13,17
Reni,--------------------,2,1,100.0,2022-04-13,19
Reni,--------------------,4,1,300.0,2022-04-14,9
Reni,--------------------,2,1,100.0,2022-04-14,20
Reni,--------------------,7,2,250.0,2022-04-15,4
Reni,--------------------,2,1,100.0,2022-04-16,1
Reni,--------------------,2,1,100.0,2022-04-17,13
Reni,--------------------,9,2,350.0,2022-04-17,17
Reni,--------------------,2,1,100.0,2022-04-17,21
Reni,--------------------,3,1,200.0,2022-04-18,22
Reni,--------------------,2,1,100.0,2022-04-19,20
Reni,--------------------,7,1,600.0,2022-04-21,1
Reni,--------------------,16,7,128.57142857142858,2022-04-21,2
Reni,--------------------,5,3,66.66666666666667,2022-04-21,4
Reni,--------------------,2,1,100.0,2022-04-21,8
Reni,--------------------,2,1,100.0,2022-04-21,20
Sambir,--------------------,1,"",1.0,2022-02-26,19
Sambir,--------------------,5,1,400.0,2022-04-11,19
Makiyivka,Makiivka,1,"",1.0,2022-03-03,6
Makiyivka,Makiivka,14,1,1300.0,2022-03-05,3
Makiyivka,Makiivka,3,1,200.0,2022-03-05,9
Makiyivka,Makiivka,3,1,200.0,2022-03-06,5
Makiyivka,Makiivka,2,1,100.0,2022-03-06,18
Makiyivka,Makiivka,4,1,300.0,2022-03-10,4
Makiyivka,Makiivka,2,1,100.0,2022-03-12,2
Makiyivka,Makiivka,3,1,200.0,2022-03-15,19
Makiyivka,Makiivka,4,3,33.333333333333336,2022-03-15,20
Makiyivka,Makiivka,2,1,100.0,2022-03-15,22
Makiyivka,Makiivka,2,1,100.0,2022-03-16,4
Makiyivka,Makiivka,3,1,200.0,2022-03-16,6
Makiyivka,Makiivka,2,1,100.0,2022-03-16,13
Makiyivka,Makiivka,2,1,100.0,2022-03-18,10
Makiyivka,Makiivka,2,1,100.0,2022-03-21,17
Makiyivka,Makiivka,2,1,100.0,2022-03-21,19
Makiyivka,Makiivka,3,2,50.0,2022-03-21,20
Makiyivka,Makiivka,2,1,100.0,2022-03-22,14
Makiyivka,Makiivka,6,2,200.0,2022-03-22,15
Makiyivka,Makiivka,24,1,2300.0,2022-03-25,19
Makiyivka,Makiivka,3,1,200.0,2022-03-25,23
Makiyivka,Makiivka,2,1,100.0,2022-03-26,6
Makiyivka,Makiivka,8,1,700.0,2022-03-26,15
Makiyivka,Makiivka,2,1,100.0,2022-03-28,8
Makiyivka,Makiivka,3,1,200.0,2022-03-28,11
Makiyivka,Makiivka,79,1,7800.0,2022-04-01,16
Makiyivka,Makiivka,23,18,27.77777777777778,2022-04-01,18
Makiyivka,Makiivka,14,8,75.0,2022-04-01,21
Makiyivka,Makiivka,7,2,250.0,2022-04-02,1
Makiyivka,Makiivka,3,2,50.0,2022-04-02,3
Makiyivka,Makiivka,17,2,750.0,2022-04-02,6
Makiyivka,Makiivka,5,1,400.0,2022-04-02,9
Makiyivka,Makiivka,2,1,100.0,2022-04-02,15
Makiyivka,Makiivka,3,1,200.0,2022-04-04,10
Makiyivka,Makiivka,4,1,300.0,2022-04-09,8
Makiyivka,Makiivka,8,1,700.0,2022-04-10,14
Kadiyivka,--------------------,1,"",1.0,2022-02-26,19
Nova Kakhovka,Nova Kakhovka,4,"",1.0,2022-02-24,10
Nova Kakhovka,Nova Kakhovka,11,4,175.0,2022-02-24,11
Nova Kakhovka,Nova Kakhovka,7,3,133.33333333333334,2022-02-24,14
Nova Kakhovka,Nova Kakhovka,3,2,50.0,2022-02-24,16
Nova Kakhovka,Nova Kakhovka,3,1,200.0,2022-02-24,22
Nova Kakhovka,Nova Kakhovka,2,1,100.0,2022-02-25,0
Nova Kakhovka,Nova Kakhovka,3,1,200.0,2022-02-25,5
Nova Kakhovka,Nova Kakhovka,6,3,100.0,2022-02-25,8
Nova Kakhovka,Nova Kakhovka,3,2,50.0,2022-02-25,10
Nova Kakhovka,Nova Kakhovka,2,1,100.0,2022-02-26,2
Nova Kakhovka,Nova Kakhovka,3,2,50.0,2022-02-26,3
Nova Kakhovka,Nova Kakhovka,9,1,800.0,2022-02-26,20
Nova Kakhovka,Nova Kakhovka,2,1,100.0,2022-02-27,0
Nova Kakhovka,Nova Kakhovka,4,2,100.0,2022-02-27,1
Nova Kakhovka,Nova Kakhovka,12,1,1100.0,2022-02-27,8
Nova Kakhovka,Nova Kakhovka,4,1,300.0,2022-02-27,10
Nova Kakhovka,Nova Kakhovka,12,1,1100.0,2022-02-27,15
Nova Kakhovka,Nova Kakhovka,3,1,200.0,2022-02-27,18
Nova Kakhovka,Nova Kakhovka,4,3,33.333333333333336,2022-02-27,19
Nova Kakhovka,Nova Kakhovka,2,1,100.0,2022-02-27,23
Nova Kakhovka,Nova Kakhovka,5,2,150.0,2022-02-28,2
Nova Kakhovka,Nova Kakhovka,3,1,200.0,2022-03-04,20
Nova Kakhovka,Nova Kakhovka,2,1,100.0,2022-03-06,9
Nova Kakhovka,Nova Kakhovka,27,1,2600.0,2022-03-06,12
Nova Kakhovka,Nova Kakhovka,53,11,381.8181818181818,2022-03-06,14
Nova Kakhovka,Nova Kakhovka,31,13,138.46153846153845,2022-03-06,17
Nova Kakhovka,Nova Kakhovka,22,6,266.6666666666667,2022-03-06,19
Nova Kakhovka,Nova Kakhovka,10,1,900.0,2022-03-06,23
Nova Kakhovka,Nova Kakhovka,5,2,150.0,2022-03-07,1
Nova Kakhovka,Nova Kakhovka,2,1,100.0,2022-03-07,3
Nova Kakhovka,Nova Kakhovka,6,2,200.0,2022-03-07,4
Nova Kakhovka,Nova Kakhovka,7,6,16.666666666666668,2022-03-07,5
Nova Kakhovka,Nova Kakhovka,5,1,400.0,2022-03-07,11
Nova Kakhovka,Nova Kakhovka,2,1,100.0,2022-03-07,16
Nova Kakhovka,Nova Kakhovka,4,2,100.0,2022-03-07,17
Nova Kakhovka,Nova Kakhovka,2,1,100.0,2022-03-08,1
Nova Kakhovka,Nova Kakhovka,2,1,100.0,2022-03-09,17
Nova Kakhovka,Nova Kakhovka,3,2,50.0,2022-03-09,18
Nova Kakhovka,Nova Kakhovka,2,1,100.0,2022-03-16,19
Nova Kakhovka,Nova Kakhovka,2,1,100.0,2022-03-18,15
Nova Kakhovka,Nova Kakhovka,11,1,1000.0,2022-03-19,4
Nova Kakhovka,Nova Kakhovka,69,1,6800.0,2022-03-19,9
Nova Kakhovka,Nova Kakhovka,10,3,233.33333333333334,2022-03-19,13
Nova Kakhovka,Nova Kakhovka,2,1,100.0,2022-03-19,17
Nova Kakhovka,Nova Kakhovka,5,1,400.0,2022-03-19,22
Nova Kakhovka,Nova Kakhovka,2,1,100.0,2022-03-20,3
Nova Kakhovka,Nova Kakhovka,6,2,200.0,2022-03-20,5
Nova Kakhovka,Nova Kakhovka,2,1,100.0,2022-03-26,19
Nova Kakhovka,Nova Kakhovka,7,1,600.0,2022-03-27,16
Nova Kakhovka,Nova Kakhovka,68,1,6700.0,2022-04-01,21
Nova Kakhovka,Nova Kakhovka,10,9,11.11111111111111,2022-04-02,1
Nova Kakhovka,Nova Kakhovka,16,10,60.0,2022-04-02,2
Nova Kakhovka,Nova Kakhovka,17,16,6.25,2022-04-02,3
Nova Kakhovka,Nova Kakhovka,8,7,14.285714285714286,2022-04-02,5
Nova Kakhovka,Nova Kakhovka,12,8,50.0,2022-04-02,6
Nova Kakhovka,Nova Kakhovka,14,7,100.0,2022-04-02,8
Nova Kakhovka,Nova Kakhovka,6,2,200.0,2022-04-02,11
Nova Kakhovka,Nova Kakhovka,10,1,900.0,2022-04-02,15
Nova Kakhovka,Nova Kakhovka,3,1,200.0,2022-04-02,19
Nova Kakhovka,Nova Kakhovka,2,1,100.0,2022-04-03,0
Nova Kakhovka,Nova Kakhovka,26,1,2500.0,2022-04-03,9
Nova Kakhovka,Nova Kakhovka,3,1,200.0,2022-04-03,12
Nova Kakhovka,Nova Kakhovka,3,1,200.0,2022-04-03,14
Nova Kakhovka,Nova Kakhovka,3,1,200.0,2022-04-03,17
Nova Kakhovka,Nova Kakhovka,54,1,5300.0,2022-04-10,12
Nova Kakhovka,Nova Kakhovka,5,1,400.0,2022-04-10,20
Nova Kakhovka,Nova Kakhovka,2,1,100.0,2022-04-10,22
Nova Kakhovka,Nova Kakhovka,4,2,100.0,2022-04-11,1
Nova Kakhovka,Nova Kakhovka,2,1,100.0,2022-04-11,4
Nova Kakhovka,Nova Kakhovka,4,2,100.0,2022-04-11,7
Nova Kakhovka,Nova Kakhovka,2,1,100.0,2022-04-11,18
Nova Kakhovka,Nova Kakhovka,4,2,100.0,2022-04-12,6
Nova Kakhovka,Nova Kakhovka,18,4,350.0,2022-04-12,7
Nova Kakhovka,Nova Kakhovka,2,1,100.0,2022-04-12,11
Nova Kakhovka,Nova Kakhovka,63,1,6200.0,2022-04-15,17
